KEY,VAR_TARGET,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50
1578,0,2406,Q,34.0,,,0.0,0.0,0.0,0.0,0.0,26.0,10,0.0,0.0,,E,7.0,1070.0,0.0,1.0,0.0,L,B,2500,2500,0.0,0,10,7009.0,7348.0,16.0,,,15000,1.0,Y,S,407.0,14,,45.0,21.0,,0.0,0.0,1831.0,33.0,1831.0,2500,2500.0
1579,0,4505,I,34.0,14964.0,5000.0,0.0,74964.0,74857.0,14140.0,0.0,36.0,9,50000.0,50000.0,,E,34.0,948.0,0.0,1.0,0.0,L,E,75000,75000,1.0,0,4,0.0,0.0,16.0,,,10000,1.0,N,B,516.0,9,,0.0,0.0,,18741.0,50000.0,,0.0,,75000,75000.0
1580,0,3710,Q,34.0,3000.0,3000.0,1.0,6010.0,103.0,91.0,0.0,8.0,10,10.0,10.0,500.0,E,35.0,1547.0,3.0,9.0,2.0,U,B,3850,3850,1.0,3,19,0.0,0.0,77.0,0.0,A,15000,1.0,Y,S,700.0,6,3800.0,3189.0,1362.0,,2003.0,10.0,4761.0,819.0,4264.0,3850,3850.0
1581,0,2204,Q,34.0,,,0.0,1000.0,970.0,302.0,0.0,36.0,10,1000.0,1000.0,,K,34.0,1250.0,1.0,2.0,1.0,L,B,1556,1556,1.0,1,3,0.0,0.0,90.0,,,2500,1.0,Y,S,301.0,1,3741.0,76.0,1430.0,,1000.0,1000.0,,1207.0,0.0,1556,1556.0
1582,0,2900,Q,34.0,5150.0,5150.0,0.0,7150.0,3041.0,950.0,213.0,1.0,10,2000.0,2000.0,550.0,E,,929.0,0.0,0.0,2.0,O,E,3000,3000,1.0,2,1,550.0,537.0,71.0,532.0,A,7000,5.0,Y,S,202.0,5,10294.0,220.0,119.0,,3575.0,2000.0,1317.0,105.0,1317.0,3000,3000.0
1583,0,4800,Q,34.0,36000.0,25000.0,0.0,61000.0,6905.0,4841.0,0.0,9.0,5,0.0,0.0,3000.0,E,44.0,1528.0,2.0,9.0,6.0,U,E,4600,4600,,0,8,19500.0,388.0,77.0,335.0,A,20000,1.0,Y,S,19.0,19,,116151.0,40130.0,,30500.0,0.0,4528.0,20297.0,4517.0,4600,4600.0
1584,0,4011,Q,34.0,6500.0,6500.0,0.0,12000.0,2542.0,323.0,29.0,32.0,10,5500.0,5500.0,500.0,E,34.0,1202.0,1.0,3.0,0.0,L,E,2500,2500,1.0,3,9,500.0,0.0,16.0,0.0,A,5000,1.0,N,S,1102.0,18,11002.0,1885.0,1375.0,,6000.0,5500.0,,1422.0,,2500,2500.0
1585,0,3011,I,34.0,,,1.0,3500.0,881.0,500.0,0.0,28.0,10,3500.0,3500.0,,K,34.0,1506.0,0.0,3.0,5.0,L,E,1600,1600,1.0,1,3,0.0,0.0,29.0,,,11000,1.0,Y,S,201.0,99,8229.0,384.0,331.0,,3500.0,3500.0,1657.0,332.0,1640.0,1600,1600.0
1586,0,3206,I,34.0,2000.0,2000.0,0.0,7000.0,5681.0,311.0,0.0,14.0,10,5000.0,5000.0,800.0,E,33.0,1334.0,1.0,1.0,2.0,L,B,1750,1750,1.0,0,4,1900.0,1144.0,16.0,420.0,A,3500,1.0,N,S,1107.0,2,,120.0,80.0,,3500.0,5000.0,,41.0,,1750,1750.0
1587,0,4309,Q,34.0,10850.0,1000.0,0.0,12850.0,9714.0,593.0,0.0,16.0,10,1000.0,1000.0,2000.0,E,6.0,1343.0,2.0,2.0,2.0,U,E,2500,2500,1.0,0,6,3100.0,2173.0,29.0,1882.0,A,5000,1.0,N,S,305.0,22,,0.0,33.0,,4283.0,1000.0,,144.0,,2500,2500.0
1588,0,2707,Q,34.0,,,0.0,7500.0,4551.0,2500.0,0.0,24.0,5,7500.0,7500.0,500.0,E,58.0,1446.0,1.0,3.0,1.0,U,B,4350,4350,1.0,1,2,1000.0,210.0,11.0,257.0,A,5000,1.0,Y,S,108.0,5,20282.0,64.0,261.0,,7500.0,7500.0,4389.0,253.0,4389.0,4350,4350.0
1589,0,3204,Q,34.0,,,0.0,9000.0,8952.0,2600.0,0.0,34.0,10,9000.0,9000.0,,E,34.0,1303.0,0.0,1.0,0.0,L,B,8000,8000,1.0,0,0,0.0,0.0,41.0,,,10000,1.0,N,S,8.0,3,,77.0,85.0,,9000.0,9000.0,,239.0,,8000,8000.0
1590,0,3902,W,34.0,1500.0,1500.0,0.0,1500.0,1350.0,400.0,0.0,36.0,10,,,,E,45.0,1147.0,0.0,0.0,4.0,,E,1500,1500,,0,0,1100.0,0.0,16.0,,,2500,3.0,N,S,1407.0,0,,0.0,0.0,,1500.0,,,0.0,,1500,
1591,0,4205,W,34.0,,,1.0,0.0,0.0,0.0,0.0,13.0,10,,,,E,6.0,882.0,1.0,4.0,4.0,,,3500,3500,,0,0,1500.0,1495.0,29.0,,,6000,5.0,N,S,303.0,0,,0.0,0.0,,0.0,,,0.0,,3500,
1592,0,3004,W,34.0,3100.0,500.0,0.0,3600.0,1656.0,100.0,115.0,36.0,10,,,,E,34.0,1209.0,1.0,14.0,1.0,,E,1900,1900,,0,0,700.0,0.0,16.0,,,15000,5.0,N,S,500.0,0,,0.0,0.0,,1800.0,,,0.0,,1900,
1593,0,2306,W,34.0,2250.0,1500.0,1.0,3750.0,1330.0,1333.0,0.0,32.0,10,,,,E,34.0,1165.0,4.0,4.0,0.0,,B,3250,3250,,0,0,800.0,0.0,78.0,,,5000,1.0,N,S,10.0,0,,0.0,0.0,,1875.0,,,0.0,,3250,
1594,0,4409,W,34.0,5050.0,3300.0,0.0,8350.0,3029.0,170.0,0.0,,1,,,,E,16.0,1272.0,0.0,1.0,11.0,,E,1550,1550,,0,0,500.0,507.0,16.0,,,13000,5.0,N,O,0.0,0,,0.0,0.0,,4175.0,,,0.0,,1550,
1595,0,6508,W,34.0,,,0.0,0.0,0.0,0.0,0.0,,3,,,,K,16.0,1385.0,1.0,3.0,0.0,,D,1100,1100,,0,0,0.0,0.0,51.0,,,5000,5.0,N,S,0.0,0,,0.0,0.0,,0.0,,,0.0,,1100,
1596,0,5004,W,34.0,4400.0,1500.0,0.0,10000.0,4332.0,2850.0,653.0,,3,,,,E,34.0,1204.0,1.0,1.0,3.0,,E,2600,2600,,0,0,2700.0,1774.0,16.0,,,7000,1.0,N,S,0.0,0,,0.0,0.0,,3333.0,,,0.0,,2600,
1597,0,2805,W,34.0,1300.0,400.0,1.0,1700.0,292.0,350.0,85.0,36.0,10,,,,E,70.0,951.0,0.0,0.0,1.0,,B,1300,1300,,0,0,0.0,0.0,16.0,,,7000,2.0,N,S,101.0,0,,0.0,0.0,,850.0,,,0.0,,1300,
1598,0,4102,W,34.0,2000.0,2000.0,1.0,2000.0,0.0,1250.0,0.0,16.0,10,,,,K,34.0,1028.0,8.0,12.0,1.0,,E,2000,2000,,0,0,0.0,0.0,64.0,,,10000,2.0,N,Y,102.0,0,,0.0,0.0,,2000.0,,,0.0,,2000,
1599,0,3206,I,34.0,10000.0,5.0,0.0,10005.0,5769.0,3000.0,0.0,36.0,10,0.0,0.0,,E,34.0,1226.0,0.0,3.0,8.0,L,E,3600,3600,0.0,0,1,14170.0,2114.0,7.0,,,15000,1.0,N,S,501.0,2,,0.0,0.0,,5003.0,0.0,,0.0,,3600,3600.0
1600,0,4309,I,2.0,16400.0,0.0,1.0,39500.0,11794.0,900.0,0.0,25.0,10,0.0,0.0,,E,2.0,1295.0,2.0,6.0,8.0,U,E,2500,2500,0.0,0,0,6450.0,0.0,29.0,,,10000,1.0,N,S,703.0,22,,852.0,1498.0,,9875.0,0.0,,749.0,,2500,2500.0
1601,0,4607,I,34.0,25690.0,500.0,1.0,69750.0,28565.0,1253.0,0.0,25.0,10,0.0,0.0,,E,1.0,1382.0,2.0,4.0,0.0,U,E,5000,5000,0.0,0,3,900.0,0.0,16.0,,,13000,3.0,N,S,216.0,1,,0.0,0.0,,13950.0,0.0,,0.0,,5000,5000.0
1602,0,4102,I,34.0,,,0.0,0.0,0.0,0.0,0.0,32.0,6,0.0,0.0,,K,34.0,1540.0,1.0,7.0,4.0,L,E,3500,3500,0.0,0,0,2422.0,1233.0,16.0,,,15000,1.0,N,O,1104.0,0,,0.0,0.0,,0.0,0.0,,0.0,,3500,3500.0
1603,0,2700,I,34.0,1100.0,1100.0,1.0,2100.0,1072.0,310.0,286.0,14.0,10,1000.0,1000.0,300.0,E,7.0,1187.0,1.0,1.0,0.0,N,E,2000,2000,0.0,1,0,300.0,34.0,64.0,181.0,A,2500,1.0,Y,S,302.0,5,300.0,165.0,90.0,,1050.0,1000.0,1596.0,256.0,1580.0,2000,2000.0
1604,0,3807,Q,41.0,3500.0,3500.0,0.0,3500.0,1128.0,2100.0,0.0,8.0,10,0.0,0.0,,E,41.0,1537.0,0.0,1.0,0.0,L,E,2079,2079,0.0,1,0,0.0,0.0,16.0,,,1000,1.0,Y,S,307.0,23,882.0,357.0,169.0,,3500.0,0.0,2535.0,157.0,2311.0,2079,2079.0
1605,0,2710,I,34.0,1000.0,500.0,2.0,3000.0,2676.0,454.0,0.0,16.0,10,1500.0,1500.0,,E,6.0,1155.0,0.0,1.0,0.0,U,E,5600,5600,1.0,0,3,0.0,0.0,85.0,,,4000,1.0,Y,S,402.0,0,,132.0,329.0,,1000.0,1500.0,2386.0,343.0,2386.0,5600,5600.0
1606,0,2702,Q,34.0,1500.0,1000.0,0.0,4000.0,3002.0,1546.0,237.0,29.0,10,1500.0,1500.0,1200.0,E,24.0,1079.0,0.0,3.0,5.0,U,E,1600,1600,1.0,0,1,16950.0,3512.0,90.0,45.0,A,3500,2.0,N,S,1005.0,4,,0.0,98.0,,1333.0,1500.0,,464.0,,1600,1600.0
1607,0,3708,I,34.0,5000.0,700.0,0.0,8700.0,1956.0,1790.0,0.0,36.0,10,0.0,0.0,,K,1.0,903.0,3.0,11.0,4.0,L,B,4850,4850,0.0,0,9,750.0,0.0,29.0,,,15000,1.0,N,S,906.0,18,,6596.0,7305.0,,2175.0,0.0,,9044.0,,4850,4850.0
1608,0,3904,Q,34.0,7000.0,7000.0,0.0,14500.0,5450.0,1800.0,0.0,16.0,10,7500.0,7500.0,,E,3.0,1490.0,0.0,0.0,4.0,L,E,2500,2500,1.0,0,0,1500.0,0.0,16.0,,,13000,3.0,N,S,1108.0,1,,0.0,0.0,,7250.0,7500.0,,0.0,,2500,2500.0
1609,0,3103,I,34.0,2300.0,2300.0,0.0,5600.0,1174.0,450.0,0.0,36.0,10,3300.0,3300.0,,E,34.0,1349.0,0.0,0.0,1.0,L,B,2000,2000,1.0,0,0,0.0,0.0,16.0,,,7000,3.0,N,S,607.0,0,,0.0,0.0,,2800.0,3300.0,,0.0,,2000,
1610,0,2304,I,34.0,5300.0,5300.0,0.0,12000.0,5305.0,350.0,0.0,1.0,10,6700.0,6700.0,,E,34.0,1329.0,1.0,1.0,0.0,O,B,4500,4500,1.0,1,0,0.0,0.0,71.0,,,3000,2.0,Y,S,106.0,0,9173.0,162.0,161.0,,6000.0,6700.0,949.0,244.0,975.0,4500,
1611,0,3903,W,34.0,,,0.0,0.0,0.0,0.0,0.0,,3,0.0,0.0,,K,38.0,1046.0,1.0,5.0,3.0,L,B,1200,1200,0.0,0,1,0.0,0.0,89.0,,,1500,1.0,N,S,,1,,0.0,0.0,,0.0,0.0,,0.0,,1200,1200.0
1612,0,3602,W,34.0,8600.0,400.0,1.0,9000.0,0.0,57.0,0.0,28.0,5,,,,K,59.0,1209.0,6.0,6.0,0.0,L,E,1720,1720,,0,0,2450.0,0.0,79.0,,,10000,1.0,N,S,0.0,0,,0.0,0.0,,4500.0,,,0.0,,1720,1720.0
1613,0,3407,Q,34.0,7000.0,1300.0,0.0,10300.0,10356.0,1105.0,76.0,36.0,10,0.0,0.0,,E,31.0,653.0,2.0,10.0,2.0,L,E,3000,3000,0.0,0,17,500.0,499.0,16.0,,,15000,1.0,Y,S,500.0,8,,8273.0,3044.0,,3433.0,0.0,1838.0,1541.0,1838.0,3000,3000.0
1614,0,3507,W,34.0,4950.0,1021.0,0.0,5971.0,5902.0,1600.0,323.0,31.0,7,,,,E,7.0,922.0,0.0,1.0,0.0,,E,3000,3000,,0,0,0.0,0.0,51.0,,,2000,1.0,N,B,1600.0,0,,0.0,0.0,,2986.0,,,0.0,,3000,
1615,0,2708,W,34.0,,,0.0,0.0,0.0,0.0,0.0,28.0,10,,,,K,34.0,0.0,0.0,1.0,0.0,,E,1700,1700,,0,0,0.0,0.0,79.0,,,15000,1.0,N,S,7.0,0,,0.0,0.0,,0.0,,,0.0,,1700,
1616,0,5411,W,34.0,4750.0,4750.0,0.0,4750.0,972.0,220.0,0.0,,3,,,,E,78.0,1408.0,1.0,4.0,4.0,,E,1350,1350,,0,0,0.0,0.0,16.0,,,6000,1.0,N,S,0.0,0,,0.0,0.0,,4750.0,,,0.0,,1350,
1617,0,2501,W,34.0,4950.0,300.0,1.0,6000.0,3709.0,356.0,0.0,3.0,10,,,,K,42.0,1185.0,2.0,3.0,4.0,,B,1500,1500,,0,0,300.0,74.0,29.0,,,10000,5.0,N,S,305.0,0,,0.0,0.0,,2000.0,,,0.0,,1500,
1618,0,5500,W,34.0,,,0.0,0.0,0.0,0.0,0.0,,3,,,,K,34.0,1038.0,1.0,2.0,4.0,,D,3000,3000,,0,0,600.0,600.0,16.0,,,5000,3.0,N,Y,0.0,0,,0.0,0.0,,0.0,,,0.0,,3000,
1619,0,2204,W,34.0,6550.0,6550.0,1.0,6550.0,5878.0,1400.0,0.0,36.0,10,,,,K,68.0,923.0,4.0,8.0,3.0,,B,1500,1500,,0,0,1000.0,747.0,78.0,,,8000,2.0,N,S,210.0,0,,0.0,0.0,,6550.0,,,0.0,,1500,
1620,0,3709,I,34.0,6100.0,6100.0,0.0,11600.0,6045.0,65.0,0.0,5.0,10,5500.0,5500.0,1400.0,E,34.0,1137.0,1.0,1.0,2.0,U,E,6000,6000,0.0,2,0,17150.0,0.0,23.0,0.0,A,5000,1.0,N,S,608.0,0,7549.0,0.0,0.0,,5800.0,5500.0,,3.0,,6000,6000.0
1621,0,3611,I,34.0,30000.0,6000.0,1.0,53900.0,27139.0,6072.0,0.0,5.0,10,6900.0,6900.0,3000.0,E,6.0,896.0,1.0,7.0,2.0,U,E,4450,4450,1.0,1,6,3000.0,2498.0,23.0,1392.0,A,15000,3.0,Y,S,306.0,10,5150.0,663.0,345.0,,13475.0,6900.0,3643.0,887.0,4093.0,4450,4450.0
1622,0,3105,I,34.0,1300.0,1300.0,0.0,3050.0,961.0,695.0,80.0,26.0,10,1750.0,1750.0,550.0,E,35.0,1222.0,0.0,0.0,1.0,L,B,1420,1420,1.0,1,0,550.0,522.0,89.0,520.0,A,10000,1.0,Y,S,1002.0,7,1873.0,81.0,172.0,,1525.0,1750.0,1420.0,239.0,2130.0,1420,1420.0
1623,0,3610,I,34.0,16000.0,16000.0,0.0,16000.0,2279.0,1332.0,0.0,36.0,10,0.0,0.0,500.0,K,7.0,1533.0,0.0,0.0,2.0,U,E,2000,2000,0.0,0,1,500.0,0.0,83.0,0.0,A,5000,5.0,N,S,201.0,0,,0.0,0.0,,16000.0,0.0,,0.0,,2000,2000.0
1624,0,3302,I,34.0,,,0.0,2000.0,1834.0,613.0,0.0,7.0,10,2000.0,2000.0,800.0,E,34.0,1210.0,0.0,1.0,1.0,L,E,2000,2000,1.0,1,7,800.0,2.0,78.0,248.0,A,15000,3.0,Y,S,408.0,43,5023.0,24.0,24.0,,2000.0,2000.0,2522.0,29.0,2076.0,2000,
1625,0,3106,I,34.0,16800.0,1000.0,0.0,17800.0,3847.0,1037.0,0.0,5.0,10,0.0,0.0,4000.0,E,16.0,1170.0,0.0,2.0,2.0,U,B,5500,5500,0.0,1,2,5000.0,150.0,23.0,0.0,A,9000,1.0,Y,S,201.0,2,5401.0,0.0,190.0,,8900.0,0.0,5500.0,130.0,5500.0,5500,
1626,0,4202,I,34.0,15000.0,15000.0,0.0,15000.0,9719.0,1520.0,531.0,34.0,10,0.0,0.0,3000.0,E,34.0,1351.0,0.0,0.0,4.0,U,E,5500,5500,0.0,0,0,3000.0,0.0,16.0,0.0,A,15000,1.0,N,S,105.0,0,,1306.0,1752.0,,15000.0,0.0,,3937.0,,5500,
1627,0,4209,I,34.0,,,0.0,0.0,0.0,0.0,0.0,25.0,10,0.0,0.0,500.0,E,34.0,1095.0,0.0,3.0,0.0,L,E,1185,1185,0.0,0,3,500.0,342.0,6.0,295.0,A,1500,5.0,Y,S,9.0,0,,1.0,0.0,,0.0,0.0,,0.0,0.0,1185,
1628,0,2711,I,34.0,3700.0,0.0,2.0,8350.0,2396.0,750.0,0.0,7.0,10,0.0,0.0,,E,34.0,1231.0,1.0,3.0,1.0,L,B,2500,2500,0.0,0,5,1500.0,654.0,16.0,,,10000,1.0,N,S,203.0,0,,3.0,3.0,,1670.0,0.0,,3.0,,2500,
1629,0,1909,I,54.0,,,0.0,0.0,0.0,0.0,0.0,32.0,10,0.0,0.0,,K,54.0,0.0,1.0,5.0,0.0,L,E,1250,1250,0.0,0,3,0.0,0.0,16.0,,,3000,3.0,Y,S,7.0,3,,20.0,8.0,,0.0,0.0,1069.0,4.0,1035.0,1250,
1630,0,4901,I,34.0,6250.0,0.0,1.0,24791.0,10767.0,15429.0,0.0,,3,5000.0,5000.0,,E,43.0,1307.0,0.0,3.0,2.0,I,B,10000,10000,1.0,0,3,4000.0,0.0,81.0,,,15000,3.0,N,S,0.0,0,,0.0,0.0,,3542.0,5000.0,,0.0,,10000,
1631,0,3608,I,17.0,10000.0,4500.0,0.0,28000.0,15584.0,3550.0,0.0,13.0,10,7500.0,7500.0,2000.0,K,17.0,1385.0,2.0,3.0,1.0,N,E,15000,15000,1.0,1,0,2000.0,0.0,41.0,0.0,A,15000,1.0,N,S,401.0,47,0.0,48.0,22.0,,7000.0,7500.0,,16.0,,15000,
1632,0,2807,I,34.0,3400.0,0.0,2.0,7700.0,3177.0,1597.0,0.0,33.0,7,3700.0,3700.0,,E,24.0,1345.0,0.0,1.0,0.0,L,B,10000,10000,1.0,0,2,0.0,0.0,78.0,,,11000,1.0,N,S,604.0,1,,0.0,0.0,,1925.0,3700.0,,0.0,,10000,
1633,0,3810,I,34.0,7450.0,1000.0,0.0,11790.0,699.0,346.0,0.0,13.0,10,0.0,0.0,,E,16.0,1527.0,1.0,2.0,7.0,L,E,1700,1700,0.0,0,1,550.0,0.0,16.0,,,10000,1.0,N,S,1111.0,0,,0.0,0.0,,2948.0,0.0,,0.0,,1700,
1634,0,2404,I,34.0,,,0.0,0.0,0.0,0.0,0.0,33.0,10,0.0,0.0,1000.0,E,34.0,1261.0,1.0,1.0,5.0,O,B,1500,1500,0.0,2,1,2350.0,2247.0,16.0,902.0,A,9000,2.0,Y,S,609.0,1,6500.0,43.0,16.0,,0.0,0.0,1668.0,8.0,1131.0,1500,
1635,0,2504,W,34.0,8100.0,8100.0,0.0,8100.0,5554.0,645.0,0.0,36.0,10,,,,K,16.0,1278.0,2.0,2.0,0.0,,B,1095,1095,,0,0,1200.0,1200.0,16.0,,,10000,2.0,N,S,405.0,0,,0.0,0.0,,8100.0,,,0.0,,1095,
1636,0,2501,I,34.0,5550.0,5550.0,0.0,5550.0,2802.0,1501.0,0.0,36.0,10,0.0,0.0,,E,34.0,1343.0,2.0,3.0,2.0,L,B,1300,1300,0.0,0,9,0.0,0.0,77.0,,,4000,5.0,N,S,110.0,10,,30.0,40.0,,5550.0,0.0,,91.0,,1300,
1637,0,3705,I,34.0,28300.0,5000.0,0.0,80050.0,19031.0,2623.0,0.0,5.0,10,0.0,0.0,0.0,E,34.0,1423.0,2.0,3.0,3.0,U,B,10000,10000,0.0,0,0,13500.0,0.0,23.0,0.0,A,15000,3.0,N,E,209.0,0,,0.0,0.0,,16010.0,0.0,,0.0,,10000,
1638,0,2911,W,34.0,4400.0,1400.0,0.0,5800.0,15.0,0.0,0.0,,1,,,,E,34.0,1384.0,0.0,0.0,0.0,,E,1700,1700,,0,0,22450.0,314.0,89.0,,,6000,5.0,N,O,0.0,0,,0.0,0.0,,2900.0,,,0.0,,1700,
1639,0,2803,I,34.0,3350.0,700.0,2.0,13950.0,10975.0,4206.0,288.0,7.0,5,3000.0,3000.0,,E,13.0,813.0,0.0,3.0,8.0,L,E,4000,4000,1.0,0,1,3000.0,3037.0,11.0,,,15000,4.0,N,E,402.0,0,,37.0,12.0,,2325.0,3000.0,,6.0,,4000,
1640,0,2006,I,34.0,,,0.0,2000.0,0.0,0.0,0.0,10.0,10,2000.0,2000.0,,K,34.0,1368.0,1.0,8.0,0.0,L,B,1500000,1500000,0.0,0,0,0.0,0.0,16.0,,,5000,3.0,Y,S,4.0,0,,1.0,2.0,,2000.0,2000.0,1055.0,19.0,1173.0,1500000,
1641,0,2511,I,34.0,2000.0,500.0,0.0,3500.0,1505.0,455.0,0.0,36.0,10,1000.0,1000.0,1250.0,E,42.0,1132.0,1.0,4.0,5.0,O,E,1425,1425,0.0,0,5,2000.0,1990.0,16.0,1217.0,A,15000,1.0,Y,S,500.0,9,,0.0,0.0,,1167.0,1000.0,1343.0,0.0,893.0,1425,
1642,0,2401,I,34.0,4700.0,2100.0,2.0,6800.0,6489.0,767.0,0.0,13.0,8,0.0,0.0,,E,16.0,1138.0,4.0,8.0,0.0,U,E,8000,8000,0.0,0,8,0.0,0.0,41.0,,,15000,1.0,N,B,5.0,2,,7297.0,3061.0,,3400.0,0.0,,1531.0,,8000,
1643,0,1910,I,34.0,,,5.0,1000.0,520.0,525.0,0.0,33.0,10,1000.0,1000.0,,E,35.0,1259.0,1.0,1.0,0.0,L,B,1400,1400,1.0,0,1,0.0,0.0,78.0,,,1000,1.0,Y,S,106.0,7,,3.0,36.0,,1000.0,1000.0,2029.0,75.0,1015.0,1400,
1644,0,3202,I,34.0,3000.0,3000.0,1.0,3900.0,1874.0,470.0,0.0,26.0,10,900.0,900.0,500.0,E,58.0,695.0,2.0,7.0,5.0,L,E,980,980,1.0,0,6,1550.0,1560.0,89.0,500.0,A,4000,1.0,Y,S,1000.0,11,,33.0,18.0,,1950.0,900.0,1032.0,30.0,516.0,980,
1645,0,2905,I,34.0,,,1.0,2000.0,1633.0,500.0,0.0,17.0,10,2000.0,2000.0,,E,16.0,1250.0,0.0,0.0,7.0,L,E,3000,3000,1.0,1,0,100.0,0.0,67.0,,,5000,1.0,N,B,104.0,6,3233.0,2.0,190.0,,2000.0,2000.0,,4944.0,,3000,
1646,0,1811,W,52.0,,,1.0,0.0,0.0,0.0,0.0,32.0,9,,,,E,52.0,0.0,4.0,5.0,0.0,,B,1000,1000,,0,0,0.0,0.0,16.0,,,2500,1.0,N,Y,403.0,0,,0.0,0.0,,0.0,,,0.0,,1000,
1647,0,4210,I,34.0,22400.0,22400.0,0.0,22400.0,18199.0,1320.0,0.0,36.0,10,0.0,0.0,3500.0,K,41.0,1492.0,3.0,6.0,9.0,U,E,2612,2612,0.0,1,9,5500.0,0.0,16.0,0.0,A,5000,1.0,N,S,316.0,6,25254.0,1.0,7.0,,22400.0,0.0,,3.0,,2612,2612.0
1648,0,2109,I,34.0,1100.0,500.0,3.0,1600.0,34.0,190.0,0.0,13.0,10,0.0,0.0,,K,31.0,1204.0,12.0,19.0,0.0,N,B,1300,1300,0.0,0,1,0.0,0.0,78.0,,,5000,1.0,N,S,200.0,0,,0.0,0.0,,800.0,0.0,,0.0,,1300,1300.0
1649,0,3203,I,34.0,850.0,850.0,1.0,1850.0,1140.0,810.0,172.0,26.0,10,1000.0,1000.0,1200.0,E,35.0,667.0,0.0,3.0,1.0,L,B,2100,2100,1.0,2,4,1600.0,1594.0,89.0,1199.0,A,3000,1.0,Y,S,1100.0,9,4411.0,0.0,5.0,,925.0,1000.0,1720.0,161.0,1720.0,2100,2100.0
1650,0,2905,I,34.0,2000.0,2000.0,0.0,4000.0,1927.0,2368.0,0.0,9.0,5,2000.0,2000.0,1000.0,E,7.0,1079.0,1.0,4.0,1.0,L,E,3000,3000,0.0,1,6,1000.0,988.0,16.0,992.0,A,3000,1.0,Y,S,808.0,0,1000.0,265.0,411.0,,2000.0,2000.0,3000.0,441.0,2308.0,3000,3000.0
1651,0,3611,I,41.0,35000.0,35000.0,0.0,36000.0,28649.0,9582.0,0.0,35.0,10,1000.0,1000.0,2100.0,E,41.0,1247.0,1.0,4.0,7.0,L,E,17500,17500,1.0,1,2,5300.0,4471.0,16.0,2070.0,A,15000,1.0,N,S,405.0,64,20052.0,533.0,182.0,,18000.0,1000.0,,144.0,,17500,17500.0
1652,0,3101,I,34.0,4600.0,500.0,1.0,12400.0,846.0,810.0,0.0,34.0,10,550.0,550.0,500.0,E,34.0,1174.0,1.0,2.0,0.0,L,E,2600,2600,1.0,3,0,1000.0,0.0,80.0,0.0,A,2500,1.0,Y,S,301.0,7,2840.0,4224.0,3066.0,,2067.0,550.0,,1811.0,0.0,2600,2600.0
1653,0,2703,Q,34.0,,,0.0,2000.0,2001.0,1000.0,0.0,19.0,10,2000.0,2000.0,,K,34.0,1214.0,0.0,0.0,0.0,L,E,2638,2638,1.0,1,4,0.0,0.0,16.0,,,5000,3.0,Y,S,304.0,4,0.0,29.0,19.0,,2000.0,2000.0,2612.0,10.0,4375.0,2638,2638.0
1654,0,2911,W,34.0,10350.0,3650.0,0.0,14000.0,11784.0,1578.0,0.0,28.0,5,,,,E,6.0,954.0,3.0,4.0,0.0,,E,3500,3500,,0,0,3850.0,3870.0,69.0,,,10000,3.0,N,S,501.0,0,,0.0,0.0,,7000.0,,,0.0,,3500,
1655,0,2305,Q,34.0,4390.0,1.0,1.0,5641.0,3384.0,0.0,0.0,14.0,10,0.0,0.0,750.0,E,34.0,1410.0,1.0,3.0,2.0,N,E,1700,1700,0.0,1,1,13389.0,1976.0,66.0,1.0,A,10000,1.0,N,S,516.0,16,1976.0,1.0,13.0,,1410.0,0.0,,7.0,,1700,1700.0
1656,0,2301,W,34.0,6000.0,600.0,1.0,13050.0,7431.0,7820.0,0.0,35.0,10,,,,E,9.0,1074.0,3.0,4.0,0.0,,B,2850,2850,,0,0,4300.0,1023.0,75.0,,,15000,1.0,N,S,8.0,0,,0.0,0.0,,2175.0,,,0.0,,2850,
1657,0,4502,W,34.0,4100.0,4100.0,0.0,4100.0,2968.0,651.0,0.0,13.0,10,,,,K,6.0,1463.0,0.0,3.0,2.0,,E,1300,1300,,0,0,1300.0,0.0,16.0,,,15000,3.0,N,S,406.0,0,,0.0,0.0,,4100.0,,,0.0,,1300,
1658,0,2702,W,34.0,1900.0,1500.0,1.0,3400.0,1944.0,698.0,0.0,26.0,10,,,,E,17.0,1437.0,0.0,0.0,0.0,,E,1200,1200,,0,0,250.0,0.0,89.0,,,5000,1.0,N,S,105.0,0,,0.0,0.0,,1700.0,,,0.0,,1200,
1659,0,4203,I,34.0,3350.0,1800.0,2.0,10670.0,6534.0,1711.0,0.0,11.0,5,3000.0,3000.0,,K,55.0,1205.0,5.0,10.0,7.0,U,B,1800,1800,,0,1,11179.0,2224.0,22.0,,,5000,1.0,N,S,1600.0,0,,0.0,0.0,,2668.0,3000.0,,0.0,,1800,
